Event Type,Duration (hrs),Photographers,Location,Editing Level,Additional Services,Photographer Rating,Cost
Engagement,6,3,Suburban,Premium,Drone,4.6,3030.0
Fashion Show,5,1,Suburban,Advanced,Drone,3.6,3680.0
Fashion Show,7,2,Rural,Premium,Photo Album,4.6,4030.0
Sports,2,4,Mountain,Basic,Live Streaming,4.8,3540.0
Concert,8,5,City,Premium,Drone,4.3,4315.0
Wedding,10,3,Mountain,Premium,Photo Album,3.6,3480.0
Engagement,4,1,Mountain,Standard,Live Streaming,4.6,2630.0
Wedding,6,2,City,Basic,Live Streaming,3.7,3185.0
Fashion Show,5,3,Beach,Standard,Instant Prints,3.6,3930.0
Sports,2,4,City,Basic,Drone,3.7,3285.0
Engagement,2,5,Suburban,Standard,Live Streaming,3.6,3180.0
Corporate,5,2,Mountain,Premium,None,3.8,2090.0
Fashion Show,5,1,Suburban,Premium,Instant Prints,4.8,3590.0
Concert,4,4,City,Premium,Photo Album,4.4,3620.0
Anniversary,5,3,City,Premium,Photo Album,4.6,2730.0
Engagement,11,4,Suburban,Standard,Drone,3.5,3675.0
Engagement,4,3,Beach,Premium,None,3.7,2485.0
Birthday,4,3,Suburban,Advanced,Photo Album,3.8,2090.0
Birthday,11,2,Rural,Advanced,Drone,4.9,2745.0
Birthday,5,1,City,Premium,Instant Prints,3.8,1740.0
Fashion Show,4,3,Mountain,Standard,Photo Album,4.1,3905.0
Engagement,8,5,City,Basic,Drone,4.3,3615.0
Birthday,7,5,City,Basic,Drone,3.7,2885.0
Sports,5,2,Rural,Advanced,Instant Prints,3.6,3030.0
Engagement,8,4,Suburban,Standard,None,4.0,3100.0
Birthday,8,1,Beach,Basic,Photo Album,4.2,2110.0
Engagement,9,4,Suburban,Basic,Drone,4.6,3530.0
Anniversary,4,1,Beach,Advanced,Live Streaming,4.2,2510.0
Corporate,10,4,Beach,Advanced,Photo Album,4.7,3235.0
Fashion Show,2,4,Suburban,Standard,None,4.7,3735.0
Fashion Show,7,5,Rural,Advanced,Live Streaming,4.1,4905.0
Corporate,7,1,Rural,Advanced,None,4.9,2145.0
Wedding,8,1,Beach,Basic,Photo Album,4.8,2940.0
Anniversary,2,4,Mountain,Basic,Live Streaming,4.0,2900.0
Corporate,8,3,City,Premium,Instant Prints,4.4,2770.0
Concert,12,2,Beach,Premium,Photo Album,4.8,4040.0
Engagement,9,3,City,Advanced,Drone,3.5,3275.0
Concert,3,1,Suburban,Standard,None,3.5,2675.0
Anniversary,5,2,Suburban,Advanced,Instant Prints,3.9,2445.0
Wedding,3,1,Suburban,Premium,Photo Album,4.6,2430.0
Wedding,4,3,Mountain,Basic,Drone,3.9,2995.0
Wedding,6,3,Rural,Premium,None,3.9,2895.0
Engagement,8,5,Beach,Basic,Photo Album,3.6,3480.0
Concert,11,3,Beach,Basic,Photo Album,4.4,4120.0
Fashion Show,6,4,Mountain,Basic,None,3.8,4090.0
Corporate,10,1,City,Premium,Drone,4.7,2735.0
Anniversary,3,1,City,Standard,Instant Prints,4.6,2080.0
Fashion Show,8,3,Mountain,Advanced,Drone,3.9,4395.0
Birthday,2,5,Rural,Advanced,Live Streaming,4.2,2610.0
Anniversary,8,2,Suburban,Advanced,Photo Album,4.3,2815.0
Corporate,9,3,Rural,Basic,Live Streaming,4.5,3225.0
Sports,12,2,Beach,Premium,Live Streaming,4.2,4110.0
Fashion Show,10,2,Rural,Premium,Instant Prints,4.1,4255.0
Corporate,2,3,Beach,Advanced,Instant Prints,3.6,2130.0
Fashion Show,5,2,Rural,Standard,Drone,5.0,3950.0
Wedding,5,1,Suburban,Basic,Photo Album,3.8,2590.0
Fashion Show,9,2,Mountain,Basic,Instant Prints,4.6,4180.0
Fashion Show,9,5,Beach,Advanced,Drone,4.8,4940.0
Wedding,3,1,Suburban,Advanced,Instant Prints,4.8,2390.0
Birthday,7,2,Mountain,Advanced,Instant Prints,3.9,2145.0
Corporate,10,3,Suburban,Standard,Instant Prints,4.3,2965.0
Wedding,11,1,City,Advanced,Live Streaming,4.6,3530.0
Concert,10,1,City,Advanced,Instant Prints,4.8,3590.0
Fashion Show,7,5,Mountain,Premium,Live Streaming,3.8,4890.0
Anniversary,3,4,City,Premium,Instant Prints,4.7,2685.0
Birthday,2,1,Suburban,Basic,Photo Album,3.5,1475.0
Corporate,5,3,Rural,Basic,Live Streaming,4.7,2835.0
Corporate,2,4,Rural,Advanced,None,4.7,2235.0
Corporate,6,4,Beach,Basic,None,4.8,2640.0
Birthday,4,3,Mountain,Premium,Photo Album,4.8,2140.0
Corporate,12,2,City,Advanced,Live Streaming,4.3,3315.0
Fashion Show,8,3,City,Premium,Live Streaming,4.1,4605.0
Concert,9,2,Rural,Basic,Live Streaming,4.3,4015.0
Wedding,12,1,Rural,Advanced,Drone,4.9,3445.0
Corporate,3,2,Suburban,Standard,None,4.6,1930.0
Fashion Show,6,2,City,Basic,Instant Prints,4.2,3860.0
Concert,10,4,Suburban,Standard,Live Streaming,3.8,4490.0
Anniversary,5,4,Suburban,Advanced,Drone,4.0,3000.0
Corporate,9,3,City,Premium,Photo Album,5.0,2950.0
Wedding,11,5,City,Basic,None,4.1,3805.0
Corporate,12,5,Suburban,Standard,Photo Album,3.9,3595.0
Engagement,3,4,Suburban,Advanced,Drone,4.4,2920.0
Engagement,6,5,City,Basic,None,3.7,3085.0
Fashion Show,2,4,Beach,Standard,None,3.9,3695.0
Sports,10,5,Mountain,Advanced,Live Streaming,4.5,4525.0
Fashion Show,8,5,Rural,Premium,Drone,4.0,4800.0
Birthday,12,4,Suburban,Standard,Live Streaming,3.5,3375.0
Engagement,5,4,Suburban,Advanced,Instant Prints,4.7,2985.0
Concert,6,2,Mountain,Advanced,Instant Prints,3.5,3325.0
Birthday,5,3,Beach,Advanced,None,3.5,1975.0
Corporate,8,2,City,Standard,Photo Album,3.7,2585.0
Concert,8,4,Mountain,Advanced,Instant Prints,3.6,3930.0
Corporate,7,4,Beach,Standard,Photo Album,3.5,2875.0
Sports,12,2,Mountain,Standard,Instant Prints,4.8,3790.0
Engagement,4,4,City,Standard,None,4.9,2745.0
Concert,6,1,City,Basic,None,3.6,2980.0
Fashion Show,8,5,Mountain,Advanced,None,4.8,4540.0
Sports,4,2,Suburban,Standard,Live Streaming,3.9,3295.0
Engagement,9,1,Beach,Basic,None,4.4,2620.0
Corporate,8,5,Suburban,Advanced,None,4.7,3035.0
Sports,12,1,Rural,Standard,None,4.2,3410.0
Birthday,5,4,Beach,Standard,Instant Prints,4.4,2370.0
Engagement,10,3,Beach,Basic,Instant Prints,3.8,3240.0
Anniversary,4,5,Suburban,Premium,Instant Prints,5.0,3000.0
Sports,11,1,Rural,Advanced,None,3.6,3280.0
Sports,5,2,Suburban,Premium,Drone,3.7,3185.0
Engagement,7,4,Beach,Advanced,Live Streaming,4.5,3525.0
Sports,11,1,City,Standard,Drone,3.5,3575.0
Sports,2,1,Suburban,Standard,Instant Prints,4.2,2560.0
Concert,10,5,Rural,Basic,Instant Prints,4.4,4370.0
Concert,2,4,Beach,Premium,Photo Album,4.8,3440.0
Engagement,3,4,Suburban,Basic,Drone,4.3,2915.0
Corporate,9,1,City,Basic,Photo Album,4.4,2520.0
Birthday,10,1,Beach,Basic,None,4.4,2120.0
Sports,7,2,Rural,Premium,Photo Album,3.6,3280.0
Wedding,4,1,Beach,Basic,Live Streaming,4.4,2820.0
Corporate,5,1,City,Standard,Live Streaming,4.0,2400.0
Sports,6,2,Mountain,Basic,Photo Album,5.0,3250.0
Corporate,6,4,Beach,Premium,Instant Prints,4.9,2795.0
Birthday,4,2,City,Premium,Drone,4.4,2020.0
Sports,11,3,Beach,Basic,Live Streaming,4.5,4225.0
Concert,2,2,City,Premium,Live Streaming,4.0,3300.0
Engagement,5,5,Suburban,Advanced,Photo Album,4.0,3200.0
Fashion Show,3,2,Suburban,Advanced,Instant Prints,4.7,3585.0
Sports,5,1,Beach,Standard,Instant Prints,4.4,2870.0
Engagement,6,4,City,Premium,Photo Album,4.9,3145.0
Birthday,10,5,Beach,Premium,Live Streaming,4.3,3415.0
Engagement,5,3,Beach,Advanced,None,3.7,2585.0
Corporate,7,5,Rural,Standard,Live Streaming,4.5,3425.0
Engagement,9,3,City,Standard,Live Streaming,4.7,3535.0
Concert,7,3,Beach,Advanced,None,3.6,3480.0
Wedding,2,3,Rural,Basic,None,4.6,2530.0
Wedding,5,4,Suburban,Advanced,Instant Prints,5.0,3200.0
Anniversary,9,2,Suburban,Premium,Live Streaming,4.0,3200.0
Fashion Show,7,1,Suburban,Premium,None,4.0,3600.0
Corporate,4,5,Mountain,Standard,Live Streaming,4.5,3125.0
Engagement,11,1,Suburban,Advanced,Instant Prints,4.1,2955.0
Birthday,3,4,Beach,Standard,Photo Album,3.7,2185.0
Birthday,9,3,Beach,Advanced,Photo Album,4.8,2640.0
Anniversary,5,2,City,Premium,None,4.7,2335.0
Wedding,10,4,Beach,Advanced,Instant Prints,3.6,3630.0
Concert,4,3,City,Advanced,Photo Album,4.6,3430.0
Corporate,7,1,Beach,Advanced,None,4.6,2130.0
Fashion Show,4,5,Mountain,Advanced,Live Streaming,4.3,4615.0
Fashion Show,5,2,City,Standard,Instant Prints,3.8,3740.0
Wedding,2,1,Beach,Advanced,None,3.7,2085.0
Sports,7,5,Rural,Premium,Drone,4.1,4005.0
Birthday,4,3,Beach,Basic,None,4.1,1905.0
Sports,11,2,City,Standard,Live Streaming,4.1,4005.0
Birthday,5,3,City,Basic,Live Streaming,4.0,2500.0
Fashion Show,10,1,Mountain,Standard,None,3.7,3885.0
Wedding,3,2,City,Standard,Drone,3.5,2675.0
Concert,4,1,Beach,Standard,Live Streaming,4.4,3320.0
Fashion Show,4,5,Mountain,Premium,Drone,4.8,4440.0
Wedding,5,3,Suburban,Advanced,Drone,3.8,3090.0
Birthday,11,2,Mountain,Premium,Drone,4.9,2745.0
Birthday,5,2,Rural,Advanced,Photo Album,4.6,2030.0
Corporate,3,2,Mountain,Advanced,None,4.4,1920.0
Wedding,12,5,Mountain,Basic,Instant Prints,3.5,4025.0
Wedding,8,2,Suburban,Premium,Photo Album,4.6,3130.0
Engagement,5,2,Suburban,Standard,Instant Prints,4.3,2565.0
Concert,8,2,Mountain,Basic,None,4.2,3410.0
Anniversary,12,1,Rural,Advanced,Live Streaming,4.2,3310.0
Anniversary,8,4,Mountain,Advanced,Drone,3.6,3280.0
Concert,6,1,Rural,Basic,Drone,3.9,3295.0
Sports,9,1,Mountain,Standard,Live Streaming,4.0,3600.0
Concert,7,1,Mountain,Basic,Drone,3.9,3395.0
Fashion Show,4,2,Mountain,Standard,Photo Album,4.3,3715.0
Anniversary,6,2,Mountain,Premium,Instant Prints,4.6,2580.0
Sports,4,2,City,Advanced,Live Streaming,4.4,3320.0
Concert,7,2,City,Advanced,Photo Album,4.6,3530.0
Birthday,9,2,City,Standard,Photo Album,4.4,2420.0
Anniversary,2,3,Rural,Premium,Instant Prints,4.2,2360.0
Wedding,4,4,Beach,Advanced,None,4.1,2905.0
Anniversary,4,2,City,Advanced,Photo Album,4.0,2400.0
Engagement,12,1,Beach,Premium,Live Streaming,4.5,3425.0
Anniversary,10,5,Rural,Basic,Live Streaming,4.1,3905.0
Wedding,9,1,Mountain,Basic,Photo Album,4.2,3010.0
Wedding,12,3,City,Premium,Instant Prints,4.7,3685.0
Concert,9,5,City,Standard,Live Streaming,4.4,4620.0
Sports,7,2,Beach,Premium,Photo Album,4.5,3325.0
Birthday,4,2,Rural,Premium,Instant Prints,4.7,1885.0
Fashion Show,6,4,Suburban,Basic,Live Streaming,3.8,4590.0
Concert,7,2,Mountain,Basic,None,4.7,3335.0
Sports,9,5,Rural,Advanced,Instant Prints,4.7,4085.0
Wedding,11,1,City,Advanced,Drone,4.3,3315.0
Fashion Show,5,1,City,Basic,Instant Prints,4.7,3585.0
Corporate,9,1,Beach,Premium,Live Streaming,4.3,2815.0
Birthday,6,2,Rural,Basic,Drone,3.8,2190.0
Engagement,11,5,Mountain,Basic,None,3.6,3580.0
Concert,12,1,Suburban,Standard,Photo Album,4.1,3805.0
Anniversary,7,3,Rural,Basic,Photo Album,3.5,2875.0
Anniversary,5,5,City,Premium,Photo Album,4.9,3145.0
Sports,6,5,Mountain,Standard,None,3.6,3580.0
Concert,9,5,Beach,Advanced,Photo Album,4.4,4320.0
Sports,7,1,Suburban,Advanced,None,4.2,2910.0
Corporate,5,4,Beach,Premium,Photo Album,4.6,2730.0
Engagement,5,5,City,Advanced,Live Streaming,4.4,3520.0
Birthday,6,2,Rural,Premium,None,4.4,1920.0
Fashion Show,4,4,City,Basic,Live Streaming,3.9,4395.0
Anniversary,3,1,Rural,Standard,Drone,4.8,2240.0
Sports,2,4,Suburban,Standard,Drone,4.1,3305.0
Anniversary,11,2,Mountain,Premium,None,5.0,2950.0
Anniversary,8,1,Suburban,Premium,Drone,4.9,2745.0
Sports,11,5,Suburban,Premium,Instant Prints,4.4,4270.0
Anniversary,11,2,Rural,Basic,Drone,3.8,3190.0
Corporate,6,5,Suburban,Standard,Instant Prints,3.7,2935.0
Anniversary,10,4,Mountain,Standard,Drone,4.6,3530.0
Fashion Show,2,2,City,Basic,Photo Album,3.9,3495.0
Corporate,9,5,Beach,Basic,None,4.8,3140.0
Anniversary,5,4,Rural,Premium,Photo Album,3.8,2890.0
Birthday,12,4,Mountain,Basic,Photo Album,4.3,3115.0
Fashion Show,3,3,Rural,Premium,Photo Album,4.1,3805.0
Corporate,4,1,Beach,Standard,None,3.5,1775.0
Fashion Show,7,3,Rural,Standard,Drone,4.6,4330.0
Fashion Show,4,2,Suburban,Basic,Drone,3.8,3790.0
Sports,5,2,Mountain,Advanced,Drone,3.9,3195.0
Fashion Show,8,1,Mountain,Advanced,Live Streaming,3.7,4185.0
Corporate,2,3,Suburban,Standard,Live Streaming,4.5,2525.0
Concert,8,2,Suburban,Advanced,Instant Prints,3.9,3545.0
Anniversary,2,1,Rural,Premium,Instant Prints,4.5,1975.0
Corporate,7,3,Rural,Basic,None,4.3,2515.0
Birthday,5,4,Beach,Basic,None,3.9,2195.0
Fashion Show,4,4,Rural,Standard,Live Streaming,3.9,4395.0
Concert,8,4,Beach,Basic,None,4.8,3840.0
Wedding,8,5,Mountain,Premium,Drone,3.8,3790.0
Engagement,3,1,Suburban,Premium,None,3.8,1990.0
Wedding,7,2,Suburban,Advanced,Instant Prints,4.7,2985.0
Corporate,6,1,Suburban,Standard,Drone,3.6,2280.0
Engagement,9,1,Beach,Premium,Drone,4.8,2940.0
Corporate,10,3,Mountain,Standard,None,4.8,2840.0
Engagement,6,2,Beach,Premium,Instant Prints,3.9,2645.0
Birthday,3,1,Suburban,Advanced,Live Streaming,3.5,1875.0
Birthday,9,3,Mountain,Basic,Drone,4.1,2705.0
Fashion Show,8,4,Beach,Basic,Photo Album,3.6,4480.0
Anniversary,12,5,City,Premium,Photo Album,4.7,3835.0
Concert,9,5,Beach,Premium,Photo Album,3.5,4275.0
Anniversary,7,5,Beach,Standard,Photo Album,4.6,3330.0
Wedding,6,5,Mountain,Advanced,Live Streaming,5.0,3850.0
Anniversary,4,5,Suburban,Premium,Instant Prints,3.7,2935.0
Corporate,7,3,City,Standard,None,4.6,2530.0
Corporate,8,5,Suburban,Basic,Drone,3.8,3290.0
Fashion Show,10,5,Rural,Basic,Instant Prints,4.6,4880.0
Wedding,9,5,Suburban,Advanced,Drone,3.5,3875.0
Anniversary,10,1,Rural,Basic,Live Streaming,4.5,3125.0
Concert,3,3,Rural,Premium,Instant Prints,4.7,3285.0
Birthday,2,1,Mountain,Standard,Instant Prints,4.6,1480.0
Anniversary,3,5,Suburban,Standard,Photo Album,4.6,2930.0
Wedding,11,2,Suburban,Premium,Live Streaming,4.2,3710.0
Wedding,8,1,Suburban,Basic,Instant Prints,4.8,2890.0
Corporate,7,3,Beach,Advanced,Live Streaming,3.7,2985.0
Concert,12,3,City,Premium,Live Streaming,3.6,4480.0
Corporate,12,5,Rural,Standard,Live Streaming,3.7,3885.0
Corporate,6,4,Beach,Premium,None,4.1,2605.0
Anniversary,7,1,Suburban,Basic,Drone,4.2,2610.0
Engagement,11,3,Suburban,Advanced,Instant Prints,4.4,3370.0
Birthday,11,2,Suburban,Premium,Drone,4.0,2700.0
Engagement,4,4,Rural,Standard,Instant Prints,3.6,2830.0
Concert,3,5,Beach,Advanced,Drone,3.6,3780.0
Corporate,11,2,Beach,Basic,Drone,3.8,2990.0
Anniversary,2,2,Mountain,Basic,None,4.6,2030.0
Wedding,2,2,City,Premium,Photo Album,3.8,2490.0
Anniversary,7,3,Rural,Premium,Live Streaming,4.8,3240.0
Engagement,6,4,Mountain,Basic,Instant Prints,3.5,3025.0
Corporate,3,5,City,Standard,Live Streaming,3.8,2990.0
Birthday,7,2,Mountain,Basic,Live Streaming,4.0,2500.0
Corporate,3,5,Mountain,Advanced,None,4.9,2545.0
Concert,11,1,Rural,Advanced,Drone,4.8,3840.0
Anniversary,7,5,Mountain,Basic,Live Streaming,3.7,3585.0
Wedding,4,4,Beach,Standard,Photo Album,3.8,3090.0
Wedding,4,5,Beach,Premium,Instant Prints,4.1,3255.0
Wedding,7,3,City,Premium,Live Streaming,3.6,3480.0
Concert,10,2,Beach,Basic,Photo Album,4.0,3800.0
Engagement,5,5,Suburban,Advanced,None,3.6,2980.0
Birthday,3,5,City,Advanced,Drone,4.1,2505.0
Birthday,3,5,Mountain,Basic,Live Streaming,3.5,2675.0
Birthday,10,1,Beach,Advanced,None,4.0,2100.0
Engagement,5,2,Suburban,Standard,Instant Prints,4.6,2580.0
Corporate,10,4,City,Standard,Photo Album,3.6,3180.0
Engagement,3,1,Mountain,Basic,Instant Prints,4.0,2150.0
Fashion Show,8,3,Mountain,Premium,None,4.4,4120.0
Wedding,3,4,Rural,Standard,None,3.6,2780.0
Anniversary,10,1,Suburban,Advanced,Live Streaming,4.5,3125.0
Fashion Show,2,2,Rural,Standard,Photo Album,4.0,3500.0
Fashion Show,6,3,Beach,Basic,Live Streaming,4.4,4420.0
Fashion Show,5,2,Mountain,Advanced,Drone,4.4,3920.0
Fashion Show,7,2,Beach,Basic,Drone,4.8,4140.0
Birthday,7,2,Mountain,Premium,Live Streaming,4.9,2545.0
Anniversary,12,2,Suburban,Standard,Instant Prints,4.3,3165.0
Engagement,8,5,City,Basic,Drone,4.3,3615.0
Wedding,9,5,Beach,Basic,None,3.9,3595.0
Sports,7,4,City,Premium,Photo Album,4.8,3740.0
Wedding,3,1,Mountain,Standard,None,4.7,2235.0
Anniversary,10,1,City,Advanced,Instant Prints,4.6,2780.0
Anniversary,10,2,City,Basic,None,3.6,2780.0
Engagement,12,4,Rural,Premium,Drone,4.1,3805.0
Wedding,9,2,Mountain,Standard,Drone,4.2,3310.0
Concert,3,2,Rural,Standard,Photo Album,3.6,3080.0
Engagement,10,2,City,Standard,Drone,4.0,3200.0
Wedding,2,3,Beach,Basic,Instant Prints,4.9,2695.0
Concert,2,2,Rural,Basic,Drone,4.0,3100.0
Sports,11,4,Suburban,Premium,Instant Prints,4.5,4075.0
Corporate,2,3,Rural,Standard,None,3.5,1975.0
Anniversary,7,5,Mountain,Basic,Photo Album,4.3,3315.0
Fashion Show,8,1,Mountain,Basic,Instant Prints,4.6,3880.0
Concert,9,1,Mountain,Advanced,Instant Prints,3.8,3440.0
Engagement,9,5,Rural,Premium,Live Streaming,3.6,3880.0
Birthday,12,1,Beach,Premium,Drone,4.1,2605.0
Birthday,7,4,Rural,Basic,None,4.1,2405.0
Wedding,10,1,Mountain,Premium,Drone,4.1,3205.0
Sports,12,2,City,Standard,Photo Album,3.7,3785.0
Corporate,4,1,City,Advanced,Live Streaming,4.8,2340.0
Wedding,12,1,Rural,Advanced,Photo Album,3.6,3280.0
Sports,10,5,Beach,Advanced,Drone,4.7,4335.0
Fashion Show,3,5,Beach,Standard,None,4.4,4020.0
Engagement,6,2,City,Advanced,None,4.8,2540.0
Anniversary,7,2,Mountain,Advanced,None,4.0,2500.0
Fashion Show,12,2,Rural,Advanced,None,4.7,4335.0
Concert,3,3,Rural,Advanced,Live Streaming,4.2,3610.0
Fashion Show,10,2,Rural,Standard,None,4.3,4115.0
Engagement,9,5,City,Basic,Instant Prints,3.8,3540.0
Corporate,7,5,City,Premium,Instant Prints,3.8,3040.0
Concert,2,5,Mountain,Standard,Drone,5.0,3750.0
Fashion Show,10,5,Beach,Standard,Live Streaming,4.7,5235.0
Concert,10,1,City,Premium,Instant Prints,3.7,3535.0
Fashion Show,4,2,Suburban,Advanced,None,4.3,3515.0
Corporate,6,2,Suburban,Basic,Instant Prints,4.0,2350.0
Wedding,9,3,Beach,Basic,Drone,3.7,3485.0
Engagement,3,4,Rural,Premium,Drone,4.8,2940.0
Engagement,6,3,Beach,Basic,Drone,4.2,3010.0
Anniversary,2,2,Rural,Premium,None,4.1,2005.0
Concert,5,4,Suburban,Standard,Live Streaming,3.7,3985.0
Sports,5,1,Suburban,Basic,None,3.9,2695.0
Corporate,12,2,Beach,Premium,Drone,3.7,3085.0
Corporate,4,1,Suburban,Premium,Photo Album,3.6,1980.0
Engagement,4,1,City,Basic,None,4.2,2110.0
Anniversary,4,4,Rural,Advanced,None,4.4,2620.0
Wedding,10,3,Mountain,Standard,Photo Album,4.0,3500.0
Wedding,3,4,City,Standard,None,3.5,2775.0
Engagement,4,4,Rural,Premium,Drone,4.7,3035.0
Fashion Show,8,1,Mountain,Advanced,Live Streaming,3.9,4195.0
Wedding,11,4,Beach,Premium,Live Streaming,4.2,4110.0
Fashion Show,10,4,Mountain,Basic,Photo Album,4.1,4705.0
Concert,6,2,Suburban,Advanced,Drone,4.1,3505.0
Fashion Show,11,4,Beach,Advanced,None,3.5,4575.0
Corporate,6,3,Rural,Standard,None,4.7,2435.0
Wedding,3,2,City,Advanced,Live Streaming,4.0,2900.0
Corporate,5,4,Rural,Advanced,Live Streaming,5.0,3050.0
Wedding,7,5,Rural,Basic,None,4.7,3435.0
Fashion Show,3,4,Mountain,Advanced,Drone,4.9,4145.0
Birthday,5,5,City,Standard,Live Streaming,3.5,2875.0
Engagement,9,1,Mountain,Advanced,Instant Prints,3.6,2730.0
Sports,7,5,City,Premium,None,4.1,3705.0
Corporate,11,2,City,Standard,None,4.6,2730.0
Sports,3,2,Mountain,Basic,Drone,3.8,2990.0
Corporate,3,2,City,Advanced,None,3.9,1895.0
Anniversary,4,2,Mountain,Basic,None,4.2,2210.0
Fashion Show,10,4,Rural,Advanced,Live Streaming,5.0,5050.0
Wedding,12,3,Mountain,Advanced,Instant Prints,4.1,3655.0
Wedding,5,1,Rural,Premium,None,3.9,2395.0
Anniversary,5,4,Mountain,Standard,Live Streaming,3.8,3190.0
Concert,8,5,Mountain,Standard,Live Streaming,4.1,4505.0
Anniversary,12,3,Beach,Premium,Instant Prints,3.9,3345.0
Anniversary,12,1,City,Standard,Photo Album,5.0,3050.0
Concert,3,3,Mountain,Premium,Drone,4.3,3415.0
Birthday,8,4,Rural,Standard,Photo Album,4.1,2705.0
Sports,12,3,City,Premium,Live Streaming,4.3,4315.0
Wedding,7,5,Beach,Advanced,Live Streaming,4.9,3945.0
Anniversary,4,3,Beach,Basic,Instant Prints,3.7,2535.0
Birthday,7,4,Mountain,Basic,None,3.9,2395.0
Wedding,4,5,Mountain,Advanced,Drone,3.6,3380.0
Fashion Show,5,1,Suburban,Standard,Instant Prints,3.7,3535.0
Birthday,11,3,Beach,Premium,Photo Album,3.8,2790.0
Birthday,11,2,Rural,Premium,Drone,4.7,2735.0
Birthday,5,4,Mountain,Standard,None,3.8,2190.0
Concert,3,5,City,Advanced,Live Streaming,4.3,4015.0
Anniversary,12,1,Mountain,Advanced,None,4.0,2800.0
Engagement,10,5,Rural,Standard,Instant Prints,4.2,3660.0
Wedding,3,3,Beach,Standard,Live Streaming,4.6,3130.0
Fashion Show,4,3,Rural,Standard,Instant Prints,4.7,3885.0
Fashion Show,9,5,Beach,Standard,Instant Prints,4.5,4775.0
Fashion Show,10,3,Beach,Standard,None,4.1,4305.0
Birthday,9,3,Rural,Premium,None,3.8,2390.0
Sports,2,3,Suburban,Premium,None,4.5,2825.0
Sports,10,1,Beach,Basic,Photo Album,3.9,3395.0
Concert,6,2,Mountain,Basic,None,3.8,3190.0
Wedding,5,4,Mountain,Premium,Drone,4.1,3305.0
Concert,9,4,Suburban,Advanced,Instant Prints,4.7,4085.0
Birthday,12,1,Rural,Advanced,Drone,3.9,2595.0
Concert,2,5,Mountain,Standard,Instant Prints,4.1,3555.0
Anniversary,10,2,City,Advanced,None,4.0,2800.0
Anniversary,6,1,Beach,Advanced,Live Streaming,4.8,2740.0
Fashion Show,9,2,Mountain,Basic,Drone,4.6,4330.0
Sports,11,3,Rural,Premium,Instant Prints,3.8,3840.0
Concert,6,2,Rural,Standard,Live Streaming,4.9,3745.0
Sports,3,5,Beach,Basic,Instant Prints,3.5,3425.0
Anniversary,7,5,Rural,Premium,Instant Prints,4.9,3295.0
Concert,9,1,Suburban,Standard,Instant Prints,4.2,3460.0
Wedding,5,3,Suburban,Advanced,Drone,5.0,3150.0
Corporate,9,1,City,Basic,Live Streaming,4.6,2830.0
Corporate,3,1,Rural,Basic,Drone,4.4,2020.0
Anniversary,12,2,Beach,Basic,Drone,4.0,3300.0
Wedding,4,2,City,Premium,Live Streaming,5.0,3050.0
Anniversary,5,1,City,Basic,Live Streaming,4.4,2620.0
Wedding,11,4,City,Basic,Drone,3.8,3890.0
Engagement,7,1,City,Advanced,Instant Prints,4.5,2575.0
Corporate,8,4,Beach,Advanced,Instant Prints,4.8,2990.0
Wedding,2,1,Rural,Premium,Photo Album,3.7,2285.0
Concert,5,5,Mountain,Advanced,None,4.5,3725.0
Wedding,6,3,Beach,Standard,Live Streaming,3.8,3390.0
Anniversary,2,4,Suburban,Standard,Photo Album,4.7,2635.0
Sports,2,5,Mountain,Advanced,None,4.1,3205.0
Anniversary,3,3,Mountain,Standard,Instant Prints,4.9,2495.0
Concert,12,5,Beach,Premium,Photo Album,3.5,4575.0
Fashion Show,7,5,Mountain,Basic,Drone,4.5,4725.0
Sports,9,5,Rural,Standard,Instant Prints,3.8,4040.0
Corporate,12,2,City,Advanced,Live Streaming,4.5,3325.0
Birthday,4,3,Mountain,Advanced,Instant Prints,3.9,2045.0
Birthday,10,1,Suburban,Premium,Drone,4.2,2410.0
Fashion Show,3,1,Rural,Basic,Drone,3.8,3490.0
Sports,3,2,Suburban,Basic,Drone,4.7,3035.0
Anniversary,10,2,City,Premium,Instant Prints,4.9,2995.0
Sports,4,3,Rural,Standard,Live Streaming,4.9,3545.0
Engagement,5,2,Beach,Basic,Drone,4.3,2715.0
Engagement,6,3,Suburban,Premium,Photo Album,3.8,2890.0
Anniversary,4,5,Suburban,Standard,Instant Prints,4.3,2965.0
Engagement,3,2,Mountain,Standard,Drone,4.3,2515.0
Concert,3,4,Mountain,Standard,None,3.9,3295.0
Engagement,6,2,Beach,Advanced,None,4.5,2525.0
Sports,11,3,Suburban,Standard,Photo Album,4.3,3915.0
Corporate,10,1,Rural,Basic,Drone,4.4,2720.0
Concert,6,1,Beach,Advanced,Photo Album,4.4,3220.0
Engagement,12,2,Rural,Premium,Instant Prints,3.7,3235.0
Birthday,2,4,City,Standard,Instant Prints,3.9,2045.0
Concert,11,4,Rural,Premium,Drone,3.6,4380.0
Fashion Show,5,4,Beach,Basic,Instant Prints,3.6,4130.0
Engagement,3,1,Suburban,Basic,Live Streaming,4.3,2515.0
Concert,11,1,Suburban,Advanced,Drone,3.8,3790.0
Corporate,3,5,Beach,Advanced,Live Streaming,4.9,3045.0
Engagement,2,1,Mountain,Standard,Instant Prints,4.1,2055.0
Sports,3,4,Beach,Premium,Photo Album,4.1,3305.0
